 time            v(vin)          v(b3_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 2.36400000e-04  2.50099635e+00  3.73688600e+00  2.40723619e+00  2.40751210e+00  2.40765912e+00 -4.78409151e-05 
 2.41400000e-04  2.50099854e+00  3.73655167e+00  2.40691116e+00  2.40712918e+00  2.40724634e+00 -4.78433717e-05 
 2.46400000e-04  2.50099974e+00  3.73631116e+00  2.40667996e+00  2.40683987e+00  2.40692705e+00 -4.78451516e-05 
 2.51400000e-04  2.50099996e+00  3.73616469e+00  2.40654283e+00  2.40664447e+00  2.40670158e+00 -4.78462532e-05 
 2.56400000e-04  2.50099919e+00  3.73611241e+00  2.40649990e+00  2.40654316e+00  2.40657016e+00 -4.78466753e-05 
 2.61400000e-04  2.50099744e+00  3.73615437e+00  2.40655121e+00  2.40653606e+00  2.40653290e+00 -4.78464175e-05 
 2.66400000e-04  2.50099470e+00  3.73629054e+00  2.40669671e+00  2.40662316e+00  2.40658986e+00 -4.78454800e-05 
 2.71400000e-04  2.50099097e+00  3.73652077e+00  2.40693626e+00  2.40680438e+00  2.40674097e+00 -4.78438639e-05 
 2.76400000e-04  2.50098627e+00  3.73684483e+00  2.40726961e+00  2.40707953e+00  2.40698607e+00 -4.78415707e-05 
 2.81400000e-04  2.50098060e+00  3.73726239e+00  2.40769643e+00  2.40744835e+00  2.40732494e+00 -4.78386028e-05 
 2.86400000e-04  2.50097396e+00  3.73777304e+00  2.40821628e+00  2.40791045e+00  2.40775721e+00 -4.78349632e-05 
 2.91400000e-04  2.50096636e+00  3.73837627e+00  2.40882865e+00  2.40846537e+00  2.40828246e+00 -4.78306555e-05 
 2.96400000e-04  2.50095780e+00  3.73907145e+00  2.40953292e+00  2.40911256e+00  2.40890015e+00 -4.78256841e-05 
 3.01400000e-04  2.50094830e+00  3.73985791e+00  2.41032838e+00  2.40985137e+00  2.40960968e+00 -4.78200541e-05 
 3.06400000e-04  2.50093786e+00  3.74073484e+00  2.41121424e+00  2.41068104e+00  2.41041032e+00 -4.78137711e-05 
 3.11400000e-04  2.50092650e+00  3.74170136e+00  2.41218959e+00  2.41160075e+00  2.41130127e+00 -4.78068415e-05 
 3.16400000e-04  2.50091423e+00  3.74275651e+00  2.41325347e+00  2.41260958e+00  2.41228163e+00 -4.77992722e-05 
 3.21400000e-04  2.50090105e+00  3.74389923e+00  2.41440480e+00  2.41370651e+00  2.41335043e+00 -4.77910710e-05 
 3.26400000e-04  2.50088698e+00  3.74512836e+00  2.41564243e+00  2.41489044e+00  2.41450658e+00 -4.77822460e-05 
 3.31400000e-04  2.50087204e+00  3.74644268e+00  2.41696512e+00  2.41616017e+00  2.41574893e+00 -4.77728062e-05 
 3.36400000e-04  2.50085623e+00  3.74784085e+00  2.41837153e+00  2.41751444e+00  2.41707622e+00 -4.77627611e-05 
 3.41400000e-04  2.50083958e+00  3.74932149e+00  2.41986026e+00  2.41895189e+00  2.41848713e+00 -4.77521209e-05 
 3.46400000e-04  2.50082210e+00  3.75088311e+00  2.42142981e+00  2.42047107e+00  2.41998024e+00 -4.77408963e-05 
 3.51400000e-04  2.50080382e+00  3.75252413e+00  2.42307861e+00  2.42207047e+00  2.42155406e+00 -4.77290985e-05 
 3.56400000e-04  2.50078473e+00  3.75424292e+00  2.42480500e+00  2.42374846e+00  2.42320699e+00 -4.77167394e-05 
 3.61400000e-04  2.50076488e+00  3.75603775e+00  2.42660726e+00  2.42550339e+00  2.42493740e+00 -4.77038316e-05 
 3.66400000e-04  2.50074426e+00  3.75790682e+00  2.42848358e+00  2.42733347e+00  2.42674353e+00 -4.76903880e-05 
 3.71400000e-04  2.50072292e+00  3.75984826e+00  2.43043207e+00  2.42923689e+00  2.42862359e+00 -4.76764221e-05 
 3.76400000e-04  2.50070086e+00  3.76186012e+00  2.43245079e+00  2.43121172e+00  2.43057568e+00 -4.76619480e-05 
 3.81400000e-04  2.50067811e+00  3.76394039e+00  2.43453771e+00  2.43325601e+00  2.43259786e+00 -4.76469802e-05 
 3.86400000e-04  2.50065469e+00  3.76608699e+00  2.43669074e+00  2.43536769e+00  2.43468809e+00 -4.76315337e-05 
 3.91400000e-04  2.50063062e+00  3.76829777e+00  2.43890774e+00  2.43754465e+00  2.43684428e+00 -4.76156242e-05 
 3.96400000e-04  2.50060593e+00  3.77057051e+00  2.44118648e+00  2.43978472e+00  2.43906429e+00 -4.75992676e-05 
 4.01400000e-04  2.50058065e+00  3.77290294e+00  2.44352468e+00  2.44208566e+00  2.44134587e+00 -4.75824802e-05 
 4.06400000e-04  2.50055479e+00  3.77529274e+00  2.44592000e+00  2.44444515e+00  2.44368677e+00 -4.75652790e-05 
 4.11400000e-04  2.50052838e+00  3.77773751e+00  2.44837006e+00  2.44686086e+00  2.44608462e+00 -4.75476811e-05 
 4.16400000e-04  2.50050145e+00  3.78023481e+00  2.45087240e+00  2.44933035e+00  2.44853704e+00 -4.75297043e-05 
 4.21400000e-04  2.50047403e+00  3.78278215e+00  2.45342452e+00  2.45185117e+00  2.45104158e+00 -4.75113665e-05 
 4.26400000e-04  2.50044614e+00  3.78537699e+00  2.45602389e+00  2.45442080e+00  2.45359573e+00 -4.74926860e-05 
 4.31400000e-04  2.50041780e+00  3.78801673e+00  2.45866789e+00  2.45703667e+00  2.45619696e+00 -4.74736817e-05 
 4.36400000e-04  2.50038906e+00  3.79069875e+00  2.46135391e+00  2.45969618e+00  2.45884265e+00 -4.74543724e-05 
 4.41400000e-04  2.50035993e+00  3.79342036e+00  2.46407925e+00  2.46239667e+00  2.46153018e+00 -4.74347775e-05 
 4.46400000e-04  2.50033045e+00  3.79617887e+00  2.46684121e+00  2.46513545e+00  2.46425686e+00 -4.74149165e-05 
 4.51400000e-04  2.50030064e+00  3.79897151e+00  2.46963703e+00  2.46790979e+00  2.46701998e+00 -4.73948093e-05 
 4.56400000e-04  2.50027053e+00  3.80179552e+00  2.47246394e+00  2.47071694e+00  2.46981679e+00 -4.73744760e-05 
 4.61400000e-04  2.50024016e+00  3.80464809e+00  2.47531911e+00  2.47355409e+00  2.47264450e+00 -4.73539367e-05 
 4.66400000e-04  2.50020955e+00  3.80752637e+00  2.47819972e+00  2.47641843e+00  2.47550030e+00 -4.73332120e-05 
 4.71400000e-04  2.50017873e+00  3.81042751e+00  2.48110289e+00  2.47930710e+00  2.47838135e+00 -4.73123225e-05 
 4.76400000e-04  2.50014774e+00  3.81334862e+00  2.48402575e+00  2.48221725e+00  2.48128479e+00 -4.72912889e-05 
 4.81400000e-04  2.50011660e+00  3.81628681e+00  2.48696539e+00  2.48514597e+00  2.48420774e+00 -4.72701322e-05 
 4.86400000e-04  2.50008535e+00  3.81923917e+00  2.48991890e+00  2.48809037e+00  2.48714729e+00 -4.72488733e-05 
 4.91400000e-04  2.50005401e+00  3.82220276e+00  2.49288336e+00  2.49104752e+00  2.49010053e+00 -4.72275335e-05 
 4.96400000e-04  2.50002262e+00  3.82517466e+00  2.49585581e+00  2.49401450e+00  2.49306453e+00 -4.72061337e-05 
 5.01400000e-04  2.49999120e+00  3.82815191e+00  2.49883333e+00  2.49698836e+00  2.49603636e+00 -4.71846953e-05 
 5.06400000e-04  2.49995980e+00  3.83113157e+00  2.50181296e+00  2.49996616e+00  2.49901307e+00 -4.71632395e-05 
 5.11400000e-04  2.49992843e+00  3.83411070e+00  2.50479176e+00  2.50294495e+00  2.50199171e+00 -4.71417874e-05 
 5.16400000e-04  2.49989714e+00  3.83708636e+00  2.50776679e+00  2.50592180e+00  2.50496935e+00 -4.71203602e-05 
 5.21400000e-04  2.49986594e+00  3.84005559e+00  2.51073510e+00  2.50889376e+00  2.50794304e+00 -4.70989792e-05 
 5.26400000e-04  2.49983488e+00  3.84301549e+00  2.51369377e+00  2.51185789e+00  2.51090985e+00 -4.70776655e-05 
 5.31400000e-04  2.49980399e+00  3.84596312e+00  2.51663989e+00  2.51481127e+00  2.51386684e+00 -4.70564399e-05 
 5.36400000e-04  2.49977328e+00  3.84889558e+00  2.51957054e+00  2.51775100e+00  2.51681110e+00 -4.70353235e-05 
 5.41400000e-04  2.49974280e+00  3.85180999e+00  2.52248285e+00  2.52067417e+00  2.51973974e+00 -4.70143369e-05 
 5.46400000e-04  2.49971257e+00  3.85470348e+00  2.52537394e+00  2.52357790e+00  2.52264986e+00 -4.69935009e-05 
 5.51400000e-04  2.49968263e+00  3.85757320e+00  2.52824098e+00  2.52645936e+00  2.52553860e+00 -4.69728358e-05 
 5.56400000e-04  2.49965300e+00  3.86041634e+00  2.53108115e+00  2.52931569e+00  2.52840314e+00 -4.69523621e-05 
 5.61400000e-04  2.49962371e+00  3.86323010e+00  2.53389167e+00  2.53214409e+00  2.53124064e+00 -4.69320996e-05 
 5.66400000e-04  2.49959479e+00  3.86601172e+00  2.53666976e+00  2.53494180e+00  2.53404833e+00 -4.69120683e-05 
 5.71400000e-04  2.49956628e+00  3.86875849e+00  2.53941272e+00  2.53770606e+00  2.53682345e+00 -4.68922877e-05 
 5.76400000e-04  2.49953819e+00  3.87146770e+00  2.54211785e+00  2.54043416e+00  2.53956328e+00 -4.68727772e-05 
 5.81400000e-04  2.49951056e+00  3.87413670e+00  2.54478252e+00  2.54312345e+00  2.54226514e+00 -4.68535558e-05 
 5.86400000e-04  2.49948341e+00  3.87676290e+00  2.54740410e+00  2.54577128e+00  2.54492639e+00 -4.68346423e-05 
 5.91400000e-04  2.49945677e+00  3.87934371e+00  2.54998004e+00  2.54837506e+00  2.54754441e+00 -4.68160551e-05 
 5.96400000e-04  2.49943066e+00  3.88187662e+00  2.55250784e+00  2.55093226e+00  2.55011667e+00 -4.67978123e-05 
 6.01400000e-04  2.49940512e+00  3.88435917e+00  2.55498501e+00  2.55344037e+00  2.55264063e+00 -4.67799316e-05 
 6.06400000e-04  2.49938017e+00  3.88678892e+00  2.55740914e+00  2.55589696e+00  2.55511385e+00 -4.67624305e-05 
 6.11400000e-04  2.49935582e+00  3.88916352e+00  2.55977788e+00  2.55829962e+00  2.55753390e+00 -4.67453258e-05 
 6.16400000e-04  2.49933212e+00  3.89148065e+00  2.56208891e+00  2.56064602e+00  2.55989844e+00 -4.67286342e-05 
 6.21400000e-04  2.49930907e+00  3.89373806e+00  2.56434000e+00  2.56293388e+00  2.56220516e+00 -4.67123718e-05 
 6.26400000e-04  2.49928670e+00  3.89593355e+00  2.56652894e+00  2.56516096e+00  2.56445182e+00 -4.66965545e-05 
 6.31400000e-04  2.49926504e+00  3.89806499e+00  2.56865363e+00  2.56732510e+00  2.56663622e+00 -4.66811974e-05 
 6.36400000e-04  2.49924410e+00  3.90013031e+00  2.57071198e+00  2.56942421e+00  2.56875627e+00 -4.66663155e-05 
 6.41400000e-04  2.49922391e+00  3.90212751e+00  2.57270201e+00  2.57145625e+00  2.57080988e+00 -4.66519230e-05 
 6.46400000e-04  2.49920448e+00  3.90405466e+00  2.57462179e+00  2.57341924e+00  2.57279508e+00 -4.66380339e-05 
 6.51400000e-04  2.49918584e+00  3.90590988e+00  2.57646946e+00  2.57531128e+00  2.57470993e+00 -4.66246616e-05 
 6.56400000e-04  2.49916801e+00  3.90769139e+00  2.57824323e+00  2.57713055e+00  2.57655259e+00 -4.66118190e-05 
 6.61400000e-04  2.49915099e+00  3.90939745e+00  2.57994138e+00  2.57887527e+00  2.57832127e+00 -4.65995183e-05 
 6.66400000e-04  2.49913481e+00  3.91102642e+00  2.58156228e+00  2.58054377e+00  2.58001426e+00 -4.65877714e-05 
 6.71400000e-04  2.49911949e+00  3.91257672e+00  2.58310435e+00  2.58213443e+00  2.58162992e+00 -4.65765897e-05 
 6.76400000e-04  2.49910503e+00  3.91404686e+00  2.58456610e+00  2.58364571e+00  2.58316669e+00 -4.65659838e-05 
 6.81400000e-04  2.49909146e+00  3.91543542e+00  2.58594613e+00  2.58507616e+00  2.58462309e+00 -4.65559640e-05 
 6.86400000e-04  2.49907879e+00  3.91674105e+00  2.58724311e+00  2.58642439e+00  2.58599771e+00 -4.65465397e-05 
 6.91400000e-04  2.49906702e+00  3.91796251e+00  2.58845578e+00  2.58768910e+00  2.58728922e+00 -4.65377202e-05 
 6.96400000e-04  2.49905618e+00  3.91909860e+00  2.58958297e+00  2.58886908e+00  2.58849638e+00 -4.65295138e-05 
 7.01400000e-04  2.49904626e+00  3.92014824e+00  2.59062361e+00  2.58996318e+00  2.58961803e+00 -4.65219283e-05 
 7.06400000e-04  2.49903729e+00  3.92111042e+00  2.59157667e+00  2.59097036e+00  2.59065308e+00 -4.65149711e-05 
 7.11400000e-04  2.49902927e+00  3.92198421e+00  2.59244126e+00  2.59188964e+00  2.59160054e+00 -4.65086488e-05 
 7.16400000e-04  2.49902220e+00  3.92276877e+00  2.59321653e+00  2.59272013e+00  2.59245950e+00 -4.65029675e-05 
 7.21400000e-04  2.49901610e+00  3.92346334e+00  2.59390175e+00  2.59346104e+00  2.59322912e+00 -4.64979325e-05 
 7.26400000e-04  2.49901097e+00  3.92406725e+00  2.59449624e+00  2.59411166e+00  2.59390867e+00 -4.64935487e-05 
 7.31400000e-04  2.49900682e+00  3.92457993e+00  2.59499944e+00  2.59467136e+00  2.59449750e+00 -4.64898203e-05 
 7.36400000e-04  2.49900365e+00  3.92500088e+00  2.59541087e+00  2.59513959e+00  2.59499503e+00 -4.64867509e-05 
 7.41400000e-04  2.49900146e+00  3.92532969e+00  2.59573013e+00  2.59551592e+00  2.59540080e+00 -4.64843433e-05 
 7.46400000e-04  2.49900026e+00  3.92556605e+00  2.59595691e+00  2.59579998e+00  2.59571440e+00 -4.64825999e-05 
 7.51400000e-04  2.49900004e+00  3.92570973e+00  2.59609099e+00  2.59599148e+00  2.59593553e+00 -4.64815224e-05 
 7.56400000e-04  2.49900081e+00  3.92576060e+00  2.59613224e+00  2.59609026e+00  2.59606400e+00 -4.64811118e-05 
 7.61400000e-04  2.49900256e+00  3.92571860e+00  2.59608063e+00  2.59609621e+00  2.59609966e+00 -4.64813684e-05 
 7.66400000e-04  2.49900530e+00  3.92558377e+00  2.59593620e+00  2.59600933e+00  2.59604248e+00 -4.64822921e-05 
 7.71400000e-04  2.49900903e+00  3.92535624e+00  2.59569909e+00  2.59582970e+00  2.59589253e+00 -4.64838820e-05 
 7.76400000e-04  2.49901373e+00  3.92503623e+00  2.59536952e+00  2.59555749e+00  2.59564993e+00 -4.64861366e-05 
 7.81400000e-04  2.49901940e+00  3.92462405e+00  2.59494782e+00  2.59519297e+00  2.59531493e+00 -4.64890537e-05 
 7.86400000e-04  2.49902604e+00  3.92412008e+00  2.59443439e+00  2.59473648e+00  2.59488785e+00 -4.64926306e-05 
 7.91400000e-04  2.49903364e+00  3.92352482e+00  2.59382972e+00  2.59418845e+00  2.59436909e+00 -4.64968638e-05 
 7.96400000e-04  2.49904220e+00  3.92283884e+00  2.59313439e+00  2.59354943e+00  2.59375915e+00 -4.65017494e-05 
 8.01400000e-04  2.49905170e+00  3.92206279e+00  2.59234907e+00  2.59282001e+00  2.59305863e+00 -4.65072826e-05 
 8.06400000e-04  2.49906214e+00  3.92119742e+00  2.59147451e+00  2.59200091e+00  2.59226818e+00 -4.65134582e-05 
 8.11400000e-04  2.49907350e+00  3.92024357e+00  2.59051155e+00  2.59109290e+00  2.59138857e+00 -4.65202702e-05 
 8.16400000e-04  2.49908577e+00  3.91920214e+00  2.58946112e+00  2.59009686e+00  2.59042066e+00 -4.65277123e-05 
 8.21400000e-04  2.49909895e+00  3.91807414e+00  2.58832424e+00  2.58901375e+00  2.58936535e+00 -4.65357773e-05 
 8.26400000e-04  2.49911302e+00  3.91686066e+00  2.58710198e+00  2.58784462e+00  2.58822369e+00 -4.65444574e-05 
 8.31400000e-04  2.49912796e+00  3.91556286e+00  2.58579554e+00  2.58659058e+00  2.58699675e+00 -4.65537444e-05 
 8.36400000e-04  2.49914377e+00  3.91418200e+00  2.58440617e+00  2.58525284e+00  2.58568572e+00 -4.65636294e-05 
 8.41400000e-04  2.49916042e+00  3.91271941e+00  2.58293521e+00  2.58383269e+00  2.58429187e+00 -4.65741029e-05 
 8.46400000e-04  2.49917790e+00  3.91117649e+00  2.58138408e+00  2.58233151e+00  2.58281654e+00 -4.65851549e-05 
 8.51400000e-04  2.49919618e+00  3.90955474e+00  2.57975427e+00  2.58075074e+00  2.58126116e+00 -4.65967748e-05 
 8.56400000e-04  2.49921527e+00  3.90785572e+00  2.57804736e+00  2.57909191e+00  2.57962721e+00 -4.66089514e-05 
 8.61400000e-04  2.49923512e+00  3.90608107e+00  2.57626499e+00  2.57735661e+00  2.57791629e+00 -4.66216730e-05 
 8.66400000e-04  2.49925574e+00  3.90423251e+00  2.57440890e+00  2.57554653e+00  2.57613004e+00 -4.66349274e-05 
 8.71400000e-04  2.49927708e+00  3.90231183e+00  2.57248087e+00  2.57366341e+00  2.57427020e+00 -4.66487018e-05 
 8.76400000e-04  2.49929914e+00  3.90032088e+00  2.57048278e+00  2.57170909e+00  2.57233855e+00 -4.66629830e-05 
 8.81400000e-04  2.49932189e+00  3.89826160e+00  2.56841655e+00  2.56968544e+00  2.57033698e+00 -4.66777572e-05 
 8.86400000e-04  2.49934531e+00  3.89613598e+00  2.56628420e+00  2.56759444e+00  2.56826742e+00 -4.66930102e-05 
 8.91400000e-04  2.49936938e+00  3.89394609e+00  2.56408779e+00  2.56543810e+00  2.56613187e+00 -4.67087272e-05 
 8.96400000e-04  2.49939407e+00  3.89169405e+00  2.56182945e+00  2.56321853e+00  2.56393241e+00 -4.67248930e-05 
 9.01400000e-04  2.49941935e+00  3.88938204e+00  2.55951137e+00  2.56093787e+00  2.56167118e+00 -4.67414920e-05 
 9.06400000e-04  2.49944521e+00  3.88701232e+00  2.55713582e+00  2.55859835e+00  2.55935037e+00 -4.67585081e-05 
 9.11400000e-04  2.49947162e+00  3.88458719e+00  2.55470510e+00  2.55620224e+00  2.55697223e+00 -4.67759249e-05 
 9.16400000e-04  2.49949855e+00  3.88210902e+00  2.55222158e+00  2.55375187e+00  2.55453909e+00 -4.67937254e-05 
 9.21400000e-04  2.49952597e+00  3.87958021e+00  2.54968768e+00  2.55124963e+00  2.55205331e+00 -4.68118923e-05 
 9.26400000e-04  2.49955386e+00  3.87700324e+00  2.54710587e+00  2.54869796e+00  2.54951731e+00 -4.68304080e-05 
 9.31400000e-04  2.49958220e+00  3.87438062e+00  2.54447867e+00  2.54609934e+00  2.54693358e+00 -4.68492544e-05 
 9.36400000e-04  2.49961094e+00  3.87171491e+00  2.54180864e+00  2.54345632e+00  2.54430462e+00 -4.68684133e-05 
 9.41400000e-04  2.49964007e+00  3.86900872e+00  2.53909841e+00  2.54077147e+00  2.54163300e+00 -4.68878658e-05 
 9.46400000e-04  2.49966955e+00  3.86626469e+00  2.53635061e+00  2.53804743e+00  2.53892135e+00 -4.69075931e-05 
 9.51400000e-04  2.49969936e+00  3.86348552e+00  2.53356794e+00  2.53528685e+00  2.53617231e+00 -4.69275759e-05 
 9.56400000e-04  2.49972947e+00  3.86067392e+00  2.53075313e+00  2.53249245e+00  2.53338858e+00 -4.69477945e-05 
 9.61400000e-04  2.49975984e+00  3.85783266e+00  2.52790893e+00  2.52966696e+00  2.53057288e+00 -4.69682293e-05 
 9.66400000e-04  2.49979045e+00  3.85496452e+00  2.52503814e+00  2.52681315e+00  2.52772797e+00 -4.69888602e-05 
 9.71400000e-04  2.49982127e+00  3.85207231e+00  2.52214358e+00  2.52393382e+00  2.52485664e+00 -4.70096670e-05 
 9.76400000e-04  2.49985226e+00  3.84915889e+00  2.51922809e+00  2.52103180e+00  2.52196173e+00 -4.70306292e-05 
 9.81400000e-04  2.49988340e+00  3.84622711e+00  2.51629454e+00  2.51810996e+00  2.51904606e+00 -4.70517262e-05 
 9.86400000e-04  2.49991465e+00  3.84327987e+00  2.51334581e+00  2.51517115e+00  2.51611251e+00 -4.70729373e-05 
 9.91400000e-04  2.49994599e+00  3.84032007e+00  2.51038482e+00  2.51221827e+00  2.51316397e+00 -4.70942417e-05 
 9.96400000e-04  2.49997738e+00  3.83735061e+00  2.50741448e+00  2.50925424e+00  2.51020335e+00 -4.71156182e-05 
 1.00140000e-03  2.50000880e+00  3.83437445e+00  2.50443772e+00  2.50628198e+00  2.50723355e+00 -4.71370459e-05 
 1.00640000e-03  2.50004020e+00  3.83139450e+00  2.50145747e+00  2.50330441e+00  2.50425751e+00 -4.71585035e-05 
 1.01140000e-03  2.50007157e+00  3.82841372e+00  2.49847670e+00  2.50032449e+00  2.50127817e+00 -4.71799699e-05 
