 time            v(vin)          v(b3_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 2.36400000e-04  2.50099635e+00  3.73688600e+00  2.40723619e+00  2.40768382e+00  2.40792520e+00 -4.78409151e-05 
 2.41400000e-04  2.50099854e+00  3.73655167e+00  2.40691116e+00  2.40727214e+00  2.40746885e+00 -4.78433717e-05 
 2.46400000e-04  2.50099974e+00  3.73631116e+00  2.40667996e+00  2.40695393e+00  2.40710577e+00 -4.78451516e-05 
 2.51400000e-04  2.50099996e+00  3.73616469e+00  2.40654283e+00  2.40672951e+00  2.40683633e+00 -4.78462532e-05 
 2.56400000e-04  2.50099919e+00  3.73611241e+00  2.40649990e+00  2.40659910e+00  2.40666079e+00 -4.78466753e-05 
 2.61400000e-04  2.50099744e+00  3.73615437e+00  2.40655121e+00  2.40656284e+00  2.40657934e+00 -4.78464175e-05 
 2.66400000e-04  2.50099470e+00  3.73629054e+00  2.40669671e+00  2.40662076e+00  2.40659205e+00 -4.78454800e-05 
 2.71400000e-04  2.50099097e+00  3.73652077e+00  2.40693626e+00  2.40677280e+00  2.40669891e+00 -4.78438639e-05 
 2.76400000e-04  2.50098627e+00  3.73684483e+00  2.40726961e+00  2.40701880e+00  2.40689982e+00 -4.78415707e-05 
 2.81400000e-04  2.50098060e+00  3.73726239e+00  2.40769643e+00  2.40735853e+00  2.40719456e+00 -4.78386028e-05 
 2.86400000e-04  2.50097396e+00  3.73777304e+00  2.40821628e+00  2.40779163e+00  2.40758285e+00 -4.78349632e-05 
 2.91400000e-04  2.50096636e+00  3.73837627e+00  2.40882865e+00  2.40831768e+00  2.40806429e+00 -4.78306555e-05 
 2.96400000e-04  2.50095780e+00  3.73907145e+00  2.40953292e+00  2.40893614e+00  2.40863839e+00 -4.78256841e-05 
 3.01400000e-04  2.50094830e+00  3.73985791e+00  2.41032838e+00  2.40964639e+00  2.40930459e+00 -4.78200541e-05 
 3.06400000e-04  2.50093786e+00  3.74073484e+00  2.41121424e+00  2.41044772e+00  2.41006221e+00 -4.78137711e-05 
 3.11400000e-04  2.50092650e+00  3.74170136e+00  2.41218959e+00  2.41133932e+00  2.41091049e+00 -4.78068415e-05 
 3.16400000e-04  2.50091423e+00  3.74275651e+00  2.41325347e+00  2.41232030e+00  2.41184857e+00 -4.77992722e-05 
 3.21400000e-04  2.50090105e+00  3.74389923e+00  2.41440480e+00  2.41338967e+00  2.41287552e+00 -4.77910710e-05 
 3.26400000e-04  2.50088698e+00  3.74512836e+00  2.41564243e+00  2.41454636e+00  2.41399031e+00 -4.77822460e-05 
 3.31400000e-04  2.50087204e+00  3.74644268e+00  2.41696512e+00  2.41578920e+00  2.41519181e+00 -4.77728062e-05 
 3.36400000e-04  2.50085623e+00  3.74784085e+00  2.41837153e+00  2.41711695e+00  2.41647881e+00 -4.77627611e-05 
 3.41400000e-04  2.50083958e+00  3.74932149e+00  2.41986026e+00  2.41852827e+00  2.41785004e+00 -4.77521209e-05 
 3.46400000e-04  2.50082210e+00  3.75088311e+00  2.42142981e+00  2.42002176e+00  2.41930410e+00 -4.77408963e-05 
 3.51400000e-04  2.50080382e+00  3.75252413e+00  2.42307861e+00  2.42159590e+00  2.42083954e+00 -4.77290985e-05 
 3.56400000e-04  2.50078473e+00  3.75424292e+00  2.42480500e+00  2.42324913e+00  2.42245482e+00 -4.77167394e-05 
 3.61400000e-04  2.50076488e+00  3.75603775e+00  2.42660726e+00  2.42497978e+00  2.42414833e+00 -4.77038316e-05 
 3.66400000e-04  2.50074426e+00  3.75790682e+00  2.42848358e+00  2.42678612e+00  2.42591835e+00 -4.76903880e-05 
 3.71400000e-04  2.50072292e+00  3.75984826e+00  2.43043207e+00  2.42866634e+00  2.42776313e+00 -4.76764221e-05 
 3.76400000e-04  2.50070086e+00  3.76186012e+00  2.43245079e+00  2.43061855e+00  2.42968080e+00 -4.76619480e-05 
 3.81400000e-04  2.50067811e+00  3.76394039e+00  2.43453771e+00  2.43264081e+00  2.43166945e+00 -4.76469802e-05 
 3.86400000e-04  2.50065469e+00  3.76608699e+00  2.43669074e+00  2.43473107e+00  2.43372709e+00 -4.76315337e-05 
 3.91400000e-04  2.50063062e+00  3.76829777e+00  2.43890774e+00  2.43688726e+00  2.43585166e+00 -4.76156242e-05 
 3.96400000e-04  2.50060593e+00  3.77057051e+00  2.44118648e+00  2.43910721e+00  2.43804102e+00 -4.75992676e-05 
 4.01400000e-04  2.50058065e+00  3.77290294e+00  2.44352468e+00  2.44138870e+00  2.44029300e+00 -4.75824802e-05 
 4.06400000e-04  2.50055479e+00  3.77529274e+00  2.44592000e+00  2.44372946e+00  2.44260533e+00 -4.75652790e-05 
 4.11400000e-04  2.50052838e+00  3.77773751e+00  2.44837006e+00  2.44612713e+00  2.44497570e+00 -4.75476811e-05 
 4.16400000e-04  2.50050145e+00  3.78023481e+00  2.45087240e+00  2.44857933e+00  2.44740176e+00 -4.75297043e-05 
 4.21400000e-04  2.50047403e+00  3.78278215e+00  2.45342452e+00  2.45108361e+00  2.44988106e+00 -4.75113665e-05 
 4.26400000e-04  2.50044614e+00  3.78537699e+00  2.45602389e+00  2.45363746e+00  2.45241114e+00 -4.74926860e-05 
 4.31400000e-04  2.50041780e+00  3.78801673e+00  2.45866789e+00  2.45623834e+00  2.45498946e+00 -4.74736817e-05 
 4.36400000e-04  2.50038906e+00  3.79069875e+00  2.46135391e+00  2.45888364e+00  2.45761347e+00 -4.74543724e-05 
 4.41400000e-04  2.50035993e+00  3.79342036e+00  2.46407925e+00  2.46157074e+00  2.46028053e+00 -4.74347775e-05 
 4.46400000e-04  2.50033045e+00  3.79617887e+00  2.46684121e+00  2.46429696e+00  2.46298800e+00 -4.74149165e-05 
 4.51400000e-04  2.50030064e+00  3.79897151e+00  2.46963703e+00  2.46705957e+00  2.46573317e+00 -4.73948093e-05 
 4.56400000e-04  2.50027053e+00  3.80179552e+00  2.47246394e+00  2.46985583e+00  2.46851330e+00 -4.73744760e-05 
 4.61400000e-04  2.50024016e+00  3.80464809e+00  2.47531911e+00  2.47268296e+00  2.47132564e+00 -4.73539367e-05 
 4.66400000e-04  2.50020955e+00  3.80752637e+00  2.47819972e+00  2.47553814e+00  2.47416738e+00 -4.73332120e-05 
 4.71400000e-04  2.50017873e+00  3.81042751e+00  2.48110289e+00  2.47841853e+00  2.47703570e+00 -4.73123225e-05 
 4.76400000e-04  2.50014774e+00  3.81334862e+00  2.48402575e+00  2.48132128e+00  2.47992774e+00 -4.72912889e-05 
 4.81400000e-04  2.50011660e+00  3.81628681e+00  2.48696539e+00  2.48424349e+00  2.48284064e+00 -4.72701322e-05 
 4.86400000e-04  2.50008535e+00  3.81923917e+00  2.48991890e+00  2.48718228e+00  2.48577150e+00 -4.72488733e-05 
 4.91400000e-04  2.50005401e+00  3.82220276e+00  2.49288336e+00  2.49013471e+00  2.48871741e+00 -4.72275335e-05 
 4.96400000e-04  2.50002262e+00  3.82517466e+00  2.49585581e+00  2.49309788e+00  2.49167546e+00 -4.72061337e-05 
 5.01400000e-04  2.49999120e+00  3.82815191e+00  2.49883333e+00  2.49606884e+00  2.49464271e+00 -4.71846953e-05 
 5.06400000e-04  2.49995980e+00  3.83113157e+00  2.50181296e+00  2.49904465e+00  2.49761622e+00 -4.71632395e-05 
 5.11400000e-04  2.49992843e+00  3.83411070e+00  2.50479176e+00  2.50202237e+00  2.50059305e+00 -4.71417874e-05 
 5.16400000e-04  2.49989714e+00  3.83708636e+00  2.50776679e+00  2.50499905e+00  2.50357025e+00 -4.71203602e-05 
 5.21400000e-04  2.49986594e+00  3.84005559e+00  2.51073510e+00  2.50797175e+00  2.50654489e+00 -4.70989792e-05 
 5.26400000e-04  2.49983488e+00  3.84301549e+00  2.51369377e+00  2.51093754e+00  2.50951403e+00 -4.70776655e-05 
 5.31400000e-04  2.49980399e+00  3.84596312e+00  2.51663989e+00  2.51389349e+00  2.51247473e+00 -4.70564399e-05 
 5.36400000e-04  2.49977328e+00  3.84889558e+00  2.51957054e+00  2.51683669e+00  2.51542408e+00 -4.70353235e-05 
 5.41400000e-04  2.49974280e+00  3.85180999e+00  2.52248285e+00  2.51976423e+00  2.51835916e+00 -4.70143369e-05 
 5.46400000e-04  2.49971257e+00  3.85470348e+00  2.52537394e+00  2.52267324e+00  2.52127709e+00 -4.69935009e-05 
 5.51400000e-04  2.49968263e+00  3.85757320e+00  2.52824098e+00  2.52556085e+00  2.52417500e+00 -4.69728358e-05 
 5.56400000e-04  2.49965300e+00  3.86041634e+00  2.53108115e+00  2.52842422e+00  2.52705004e+00 -4.69523621e-05 
 5.61400000e-04  2.49962371e+00  3.86323010e+00  2.53389167e+00  2.53126055e+00  2.52989937e+00 -4.69320996e-05 
 5.66400000e-04  2.49959479e+00  3.86601172e+00  2.53666976e+00  2.53406704e+00  2.53272021e+00 -4.69120683e-05 
 5.71400000e-04  2.49956628e+00  3.86875849e+00  2.53941272e+00  2.53684094e+00  2.53550978e+00 -4.68922877e-05 
 5.76400000e-04  2.49953819e+00  3.87146770e+00  2.54211785e+00  2.53957954e+00  2.53826535e+00 -4.68727772e-05 
 5.81400000e-04  2.49951056e+00  3.87413670e+00  2.54478252e+00  2.54228016e+00  2.54098423e+00 -4.68535558e-05 
 5.86400000e-04  2.49948341e+00  3.87676290e+00  2.54740410e+00  2.54494014e+00  2.54366374e+00 -4.68346423e-05 
 5.91400000e-04  2.49945677e+00  3.87934371e+00  2.54998004e+00  2.54755690e+00  2.54630127e+00 -4.68160551e-05 
 5.96400000e-04  2.49943066e+00  3.88187662e+00  2.55250784e+00  2.55012786e+00  2.54889424e+00 -4.67978123e-05 
 6.01400000e-04  2.49940512e+00  3.88435917e+00  2.55498501e+00  2.55265053e+00  2.55144012e+00 -4.67799316e-05 
 6.06400000e-04  2.49938017e+00  3.88678892e+00  2.55740914e+00  2.55512244e+00  2.55393641e+00 -4.67624305e-05 
 6.11400000e-04  2.49935582e+00  3.88916352e+00  2.55977788e+00  2.55754119e+00  2.55638070e+00 -4.67453258e-05 
 6.16400000e-04  2.49933212e+00  3.89148065e+00  2.56208891e+00  2.55990441e+00  2.55877060e+00 -4.67286342e-05 
 6.21400000e-04  2.49930907e+00  3.89373806e+00  2.56434000e+00  2.56220980e+00  2.56110377e+00 -4.67123718e-05 
 6.26400000e-04  2.49928670e+00  3.89593355e+00  2.56652894e+00  2.56445513e+00  2.56337795e+00 -4.66965545e-05 
 6.31400000e-04  2.49926504e+00  3.89806499e+00  2.56865363e+00  2.56663821e+00  2.56559093e+00 -4.66811974e-05 
 6.36400000e-04  2.49924410e+00  3.90013031e+00  2.57071198e+00  2.56875692e+00  2.56774056e+00 -4.66663155e-05 
 6.41400000e-04  2.49922391e+00  3.90212751e+00  2.57270201e+00  2.57080920e+00  2.56982474e+00 -4.66519230e-05 
 6.46400000e-04  2.49920448e+00  3.90405466e+00  2.57462179e+00  2.57279307e+00  2.57184147e+00 -4.66380339e-05 
 6.51400000e-04  2.49918584e+00  3.90590988e+00  2.57646946e+00  2.57470660e+00  2.57378878e+00 -4.66246616e-05 
 6.56400000e-04  2.49916801e+00  3.90769139e+00  2.57824323e+00  2.57654793e+00  2.57566478e+00 -4.66118190e-05 
 6.61400000e-04  2.49915099e+00  3.90939745e+00  2.57994138e+00  2.57831529e+00  2.57746767e+00 -4.65995183e-05 
 6.66400000e-04  2.49913481e+00  3.91102642e+00  2.58156228e+00  2.58000696e+00  2.57919569e+00 -4.65877714e-05 
 6.71400000e-04  2.49911949e+00  3.91257672e+00  2.58310435e+00  2.58162132e+00  2.58084717e+00 -4.65765897e-05 
 6.76400000e-04  2.49910503e+00  3.91404686e+00  2.58456610e+00  2.58315679e+00  2.58242052e+00 -4.65659838e-05 
 6.81400000e-04  2.49909146e+00  3.91543542e+00  2.58594613e+00  2.58461190e+00  2.58391422e+00 -4.65559640e-05 
 6.86400000e-04  2.49907879e+00  3.91674105e+00  2.58724311e+00  2.58598524e+00  2.58532682e+00 -4.65465397e-05 
 6.91400000e-04  2.49906702e+00  3.91796251e+00  2.58845578e+00  2.58727549e+00  2.58665697e+00 -4.65377202e-05 
 6.96400000e-04  2.49905618e+00  3.91909860e+00  2.58958297e+00  2.58848140e+00  2.58790337e+00 -4.65295138e-05 
 7.01400000e-04  2.49904626e+00  3.92014824e+00  2.59062361e+00  2.58960181e+00  2.58906483e+00 -4.65219283e-05 
 7.06400000e-04  2.49903729e+00  3.92111042e+00  2.59157667e+00  2.59063564e+00  2.59014023e+00 -4.65149711e-05 
 7.11400000e-04  2.49902927e+00  3.92198421e+00  2.59244126e+00  2.59158190e+00  2.59112853e+00 -4.65086488e-05 
 7.16400000e-04  2.49902220e+00  3.92276877e+00  2.59321653e+00  2.59243966e+00  2.59202879e+00 -4.65029675e-05 
 7.21400000e-04  2.49901610e+00  3.92346334e+00  2.59390175e+00  2.59320812e+00  2.59284012e+00 -4.64979325e-05 
 7.26400000e-04  2.49901097e+00  3.92406725e+00  2.59449624e+00  2.59388653e+00  2.59356176e+00 -4.64935487e-05 
 7.31400000e-04  2.49900682e+00  3.92457993e+00  2.59499944e+00  2.59447423e+00  2.59419300e+00 -4.64898203e-05 
 7.36400000e-04  2.49900365e+00  3.92500088e+00  2.59541087e+00  2.59497066e+00  2.59473325e+00 -4.64867509e-05 
 7.41400000e-04  2.49900146e+00  3.92532969e+00  2.59573013e+00  2.59537535e+00  2.59518198e+00 -4.64843433e-05 
 7.46400000e-04  2.49900026e+00  3.92556605e+00  2.59595691e+00  2.59568789e+00  2.59553875e+00 -4.64825999e-05 
 7.51400000e-04  2.49900004e+00  3.92570973e+00  2.59609099e+00  2.59590800e+00  2.59580324e+00 -4.64815224e-05 
 7.56400000e-04  2.49900081e+00  3.92576060e+00  2.59613224e+00  2.59603546e+00  2.59597517e+00 -4.64811118e-05 
 7.61400000e-04  2.49900256e+00  3.92571860e+00  2.59608063e+00  2.59607014e+00  2.59605439e+00 -4.64813684e-05 
 7.66400000e-04  2.49900530e+00  3.92558377e+00  2.59593620e+00  2.59601202e+00  2.59604081e+00 -4.64822921e-05 
 7.71400000e-04  2.49900903e+00  3.92535624e+00  2.59569909e+00  2.59586115e+00  2.59593446e+00 -4.64838820e-05 
 7.76400000e-04  2.49901373e+00  3.92503623e+00  2.59536952e+00  2.59561767e+00  2.59573543e+00 -4.64861366e-05 
 7.81400000e-04  2.49901940e+00  3.92462405e+00  2.59494782e+00  2.59528181e+00  2.59544391e+00 -4.64890537e-05 
 7.86400000e-04  2.49902604e+00  3.92412008e+00  2.59443439e+00  2.59485390e+00  2.59506018e+00 -4.64926306e-05 
 7.91400000e-04  2.49903364e+00  3.92352482e+00  2.59382972e+00  2.59433435e+00  2.59458461e+00 -4.64968638e-05 
 7.96400000e-04  2.49904220e+00  3.92283884e+00  2.59313439e+00  2.59372366e+00  2.59401766e+00 -4.65017494e-05 
 8.01400000e-04  2.49905170e+00  3.92206279e+00  2.59234907e+00  2.59302240e+00  2.59335987e+00 -4.65072826e-05 
 8.06400000e-04  2.49906214e+00  3.92119742e+00  2.59147451e+00  2.59223127e+00  2.59261188e+00 -4.65134582e-05 
 8.11400000e-04  2.49907350e+00  3.92024357e+00  2.59051155e+00  2.59135101e+00  2.59177439e+00 -4.65202702e-05 
 8.16400000e-04  2.49908577e+00  3.91920214e+00  2.58946112e+00  2.59038247e+00  2.59084822e+00 -4.65277123e-05 
 8.21400000e-04  2.49909895e+00  3.91807414e+00  2.58832424e+00  2.58932659e+00  2.58983425e+00 -4.65357773e-05 
 8.26400000e-04  2.49911302e+00  3.91686066e+00  2.58710198e+00  2.58818438e+00  2.58873347e+00 -4.65444574e-05 
 8.31400000e-04  2.49912796e+00  3.91556286e+00  2.58579554e+00  2.58695693e+00  2.58754692e+00 -4.65537444e-05 
 8.36400000e-04  2.49914377e+00  3.91418200e+00  2.58440617e+00  2.58564544e+00  2.58627576e+00 -4.65636294e-05 
 8.41400000e-04  2.49916042e+00  3.91271941e+00  2.58293521e+00  2.58425116e+00  2.58492121e+00 -4.65741029e-05 
 8.46400000e-04  2.49917790e+00  3.91117649e+00  2.58138408e+00  2.58277544e+00  2.58348457e+00 -4.65851549e-05 
 8.51400000e-04  2.49919618e+00  3.90955474e+00  2.57975427e+00  2.58121971e+00  2.58196723e+00 -4.65967748e-05 
 8.56400000e-04  2.49921527e+00  3.90785572e+00  2.57804736e+00  2.57958546e+00  2.58037065e+00 -4.66089514e-05 
 8.61400000e-04  2.49923512e+00  3.90608107e+00  2.57626499e+00  2.57787427e+00  2.57869638e+00 -4.66216730e-05 
 8.66400000e-04  2.49925574e+00  3.90423251e+00  2.57440890e+00  2.57608779e+00  2.57694602e+00 -4.66349274e-05 
 8.71400000e-04  2.49927708e+00  3.90231183e+00  2.57248087e+00  2.57422776e+00  2.57512128e+00 -4.66487018e-05 
 8.76400000e-04  2.49929914e+00  3.90032088e+00  2.57048278e+00  2.57229597e+00  2.57322392e+00 -4.66629830e-05 
 8.81400000e-04  2.49932189e+00  3.89826160e+00  2.56841655e+00  2.57029429e+00  2.57125577e+00 -4.66777572e-05 
 8.86400000e-04  2.49934531e+00  3.89613598e+00  2.56628420e+00  2.56822467e+00  2.56921874e+00 -4.66930102e-05 
 8.91400000e-04  2.49936938e+00  3.89394609e+00  2.56408779e+00  2.56608910e+00  2.56711481e+00 -4.67087272e-05 
 8.96400000e-04  2.49939407e+00  3.89169405e+00  2.56182945e+00  2.56388967e+00  2.56494601e+00 -4.67248930e-05 
 9.01400000e-04  2.49941935e+00  3.88938204e+00  2.55951137e+00  2.56162850e+00  2.56271445e+00 -4.67414920e-05 
 9.06400000e-04  2.49944521e+00  3.88701232e+00  2.55713582e+00  2.55930779e+00  2.56042230e+00 -4.67585081e-05 
 9.11400000e-04  2.49947162e+00  3.88458719e+00  2.55470510e+00  2.55692981e+00  2.55807179e+00 -4.67759249e-05 
 9.16400000e-04  2.49949855e+00  3.88210902e+00  2.55222158e+00  2.55449686e+00  2.55566520e+00 -4.67937254e-05 
 9.21400000e-04  2.49952597e+00  3.87958021e+00  2.54968768e+00  2.55201131e+00  2.55320488e+00 -4.68118923e-05 
 9.26400000e-04  2.49955386e+00  3.87700324e+00  2.54710587e+00  2.54947558e+00  2.55069321e+00 -4.68304080e-05 
 9.31400000e-04  2.49958220e+00  3.87438062e+00  2.54447867e+00  2.54689216e+00  2.54813266e+00 -4.68492544e-05 
 9.36400000e-04  2.49961094e+00  3.87171491e+00  2.54180864e+00  2.54426356e+00  2.54552572e+00 -4.68684133e-05 
 9.41400000e-04  2.49964007e+00  3.86900872e+00  2.53909841e+00  2.54159234e+00  2.54287493e+00 -4.68878658e-05 
 9.46400000e-04  2.49966955e+00  3.86626469e+00  2.53635061e+00  2.53888113e+00  2.54018289e+00 -4.69075931e-05 
 9.51400000e-04  2.49969936e+00  3.86348552e+00  2.53356794e+00  2.53613256e+00  2.53745223e+00 -4.69275759e-05 
 9.56400000e-04  2.49972947e+00  3.86067392e+00  2.53075313e+00  2.53334935e+00  2.53468562e+00 -4.69477945e-05 
 9.61400000e-04  2.49975984e+00  3.85783266e+00  2.52790893e+00  2.53053420e+00  2.53188578e+00 -4.69682293e-05 
 9.66400000e-04  2.49979045e+00  3.85496452e+00  2.52503814e+00  2.52768988e+00  2.52905543e+00 -4.69888602e-05 
 9.71400000e-04  2.49982127e+00  3.85207231e+00  2.52214358e+00  2.52481919e+00  2.52619738e+00 -4.70096670e-05 
 9.76400000e-04  2.49985226e+00  3.84915889e+00  2.51922809e+00  2.52192495e+00  2.52331441e+00 -4.70306292e-05 
 9.81400000e-04  2.49988340e+00  3.84622711e+00  2.51629454e+00  2.51900999e+00  2.52040936e+00 -4.70517262e-05 
 9.86400000e-04  2.49991465e+00  3.84327987e+00  2.51334581e+00  2.51607718e+00  2.51748510e+00 -4.70729373e-05 
 9.91400000e-04  2.49994599e+00  3.84032007e+00  2.51038482e+00  2.51312942e+00  2.51454449e+00 -4.70942417e-05 
 9.96400000e-04  2.49997738e+00  3.83735061e+00  2.50741448e+00  2.51016960e+00  2.51159043e+00 -4.71156182e-05 
 1.00140000e-03  2.50000880e+00  3.83437445e+00  2.50443772e+00  2.50720065e+00  2.50862584e+00 -4.71370459e-05 
 1.00640000e-03  2.50004020e+00  3.83139450e+00  2.50145747e+00  2.50422550e+00  2.50565363e+00 -4.71585035e-05 
 1.01140000e-03  2.50007157e+00  3.82841372e+00  2.49847670e+00  2.50124707e+00  2.50267675e+00 -4.71799699e-05 
